LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,ParameterList
310,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:20.366,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,76fa7094,image <*> at <*>,"['0673dd71-34c5-4fbb-86c4-40623fbe45b4', '(/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking']"
311,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:20.367,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",62dfeccd,"image <*> at <*> use: on this node <*> local, <*> on other nodes sharing this instance storage","['0673dd71-34c5-4fbb-86c4-40623fbe45b4', '(/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in', '1', '0']"
312,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:20.549,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,b36febb0,Active base files: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
313,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:20.779,25788,INFO,nova.metadata.wsgi.server,req-60baf898-c32b-4e88-916e-2bf4c115fa33 - - - - -,"10.11.21.125,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2202821",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.21.125,10.11.10.1', '/openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200', '264', '0.2202821']"
314,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:21.082,25793,INFO,nova.metadata.wsgi.server,req-1f64aad7-bba8-415a-8664-7c6d747c60e4 - - - - -,"10.11.21.125,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2119691",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.21.125,10.11.10.1', '/openstack/2013-10-17 HTTP/1.1"" status: 200', '157', '0.2119691']"
315,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:21.327,25791,INFO,nova.metadata.wsgi.server,req-e420b0c2-4377-47db-85dc-dec44f304472 - - - - -,"10.11.21.125,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2296579",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.21.125,10.11.10.1', '/openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200', '124', '0.2296579']"
316,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:21.625,25746,INFO,nova.osapi_compute.wsgi.server,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1"" status: 204 len: 203 time: 0.2560370",ddd37b03,"<*> ""DELETE <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1"" status: 204', '203', '0.2560370']"
317,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:21.664,2931,INFO,nova.compute.manager,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Terminating instance,fcc9fd98,[instance: <*> Terminating instance,['78dc1847-8848-49cc-933e-9239b12c9dcf]']
318,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:21.763,25776,INFO,nova.metadata.wsgi.server,req-f642cadd-7508-4db5-a059-07998751face - - - - -,"10.11.21.125,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2418430",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.21.125,10.11.10.1', '/openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200', '124', '0.2418430']"
319,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:21.879,2931,INFO,nova.virt.libvirt.driver,-,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Instance destroyed successfully.,53dc6369,[instance: <*> Instance destroyed successfully.,['78dc1847-8848-49cc-933e-9239b12c9dcf]']
320,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:21.913,25746,INFO,nova.osapi_compute.wsgi.server,req-136a1713-e90c-489c-b626-cabb0f68302a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2837551",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1916', '0.2837551']"
321,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:22.569,2931,INFO,nova.virt.libvirt.driver,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Deleting instance files /var/lib/nova/instances/78dc1847-8848-49cc-933e-9239b12c9dcf_del,b81be278,[instance: <*> Deleting instance files <*>,"['78dc1847-8848-49cc-933e-9239b12c9dcf]', '/var/lib/nova/instances/78dc1847-8848-49cc-933e-9239b12c9dcf_del']"
322,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:22.571,2931,INFO,nova.virt.libvirt.driver,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Deletion of /var/lib/nova/instances/78dc1847-8848-49cc-933e-9239b12c9dcf_del complete,6592825f,[instance: <*> Deletion of <*>,"['78dc1847-8848-49cc-933e-9239b12c9dcf]', '/var/lib/nova/instances/78dc1847-8848-49cc-933e-9239b12c9dcf_del complete']"
323,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:22.693,2931,INFO,nova.compute.manager,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Took 1.02 seconds to destroy the instance on the hypervisor.,07cdf39d,[instance: <*> Took <*> seconds to destroy the instance on the hypervisor.,"['78dc1847-8848-49cc-933e-9239b12c9dcf]', '1.02']"
324,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:23.131,25746,INFO,nova.osapi_compute.wsgi.server,req-f0bffbc3-5ab0-4916-91c1-0a61dd7d4ec2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2131531",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1874', '0.2131531']"
325,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:23.171,2931,INFO,nova.compute.manager,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Took 0.48 seconds to deallocate network for instance.,9981588e,[instance: <*> Took <*> seconds to deallocate network for instance.,"['78dc1847-8848-49cc-933e-9239b12c9dcf]', '0.48']"
326,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:24.244,25746,INFO,nova.osapi_compute.wsgi.server,req-16984fba-a60d-4234-9a5c-2f5f9bb45081 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1063731",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '211', '0.1063731']"
327,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:25.118,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,51387d9b,Unknown base file: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
328,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:25.119,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,3964d785,Removable base files: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
329,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:25.120,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,b7d6364d,Base or swap file too young to remove: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
330,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:25.212,25746,INFO,nova.api.openstack.wsgi,req-3fa8a45e-031e-4f3b-b327-b9cd4210f3ba f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,66acd71e,HTTP exception thrown: No instances found for any event,[]
331,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:25.214,25746,INFO,nova.osapi_compute.wsgi.server,req-3fa8a45e-031e-4f3b-b327-b9cd4210f3ba f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.1029620",3075551a,"<*> ""POST <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404', '296', '0.1029620']"
332,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:30.114,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,51387d9b,Unknown base file: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
333,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:30.115,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,3964d785,Removable base files: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
334,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:30.118,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,8087023c,Removing base or swap file: <*>,['/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']
335,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:34.773,25746,INFO,nova.osapi_compute.wsgi.server,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5169401",3075551a,"<*> ""POST <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202', '733', '0.5169401']"
336,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:34.974,25746,INFO,nova.osapi_compute.wsgi.server,req-878d8f43-04d4-4bce-a27a-3feca48ba5eb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1964839",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1583', '0.1964839']"
337,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.071,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",60c42758,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","['95960536-049b-41f6-9049-05fc479b6a7c]', '2048', '20', '1']"
338,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.072,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Total memory: 64172 MB, used: 512.00 MB",a18e4187,"[instance: <*> Total memory: <*> MB, used: <*> MB","['95960536-049b-41f6-9049-05fc479b6a7c]', '64172', '512.00']"
339,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.073,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] memory limit: 96258.00 MB, free: 95746.00 MB",62cd1e9b,"[instance: <*> memory limit: <*> MB, free: <*> MB","['95960536-049b-41f6-9049-05fc479b6a7c]', '96258.00', '95746.00']"
340,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.074,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Total disk: 15 GB, used: 0.00 GB",7c13f9ad,"[instance: <*> Total disk: <*> GB, used: <*> GB","['95960536-049b-41f6-9049-05fc479b6a7c]', '15', '0.00']"
341,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.075,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] disk limit not specified, defaulting to unlimited",8b0cbaf4,"[instance: <*> disk limit not specified, defaulting to unlimited",['95960536-049b-41f6-9049-05fc479b6a7c]']
342,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.076,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Total vcpu: 16 VCPU, used: 0.00 VCPU",d998b00d,"[instance: <*> Total vcpu: <*> VCPU, used: <*> VCPU","['95960536-049b-41f6-9049-05fc479b6a7c]', '16', '0.00']"
343,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.076,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] vcpu limit not specified, defaulting to unlimited",d33d94b5,"[instance: <*> vcpu limit not specified, defaulting to unlimited",['95960536-049b-41f6-9049-05fc479b6a7c]']
344,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.109,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Claim successful,2ab23ae3,[instance: <*> Claim successful,['95960536-049b-41f6-9049-05fc479b6a7c]']
345,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:35.170,25746,INFO,nova.osapi_compute.wsgi.server,req-bb86cdcb-2b6e-410f-b422-7209c14f060d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1929309",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1575', '0.1929309']"
346,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:35.348,25746,INFO,nova.osapi_compute.wsgi.server,req-07bc4660-d894-4b67-8bb7-0b1ebe315af2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/95960536-049b-41f6-9049-05fc479b6a7c HTTP/1.1"" status: 200 len: 1708 time: 0.1721809",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/95960536-049b-41f6-9049-05fc479b6a7c HTTP/1.1"" status: 200', '1708', '0.1721809']"
347,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.942,2931,INFO,nova.virt.libvirt.driver,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Creating image,26f813af,[instance: <*> Creating image,['95960536-049b-41f6-9049-05fc479b6a7c]']
348,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:36.629,25746,INFO,nova.osapi_compute.wsgi.server,req-89a2dec8-a82e-4108-ab4a-eda9c9bc896d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2763519",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1759', '0.2763519']"
349,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:36.925,25746,INFO,nova.osapi_compute.wsgi.server,req-723faf03-db43-4131-a339-c792974c7721 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2896700",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1759', '0.2896700']"
350,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:37.163,2931,INFO,nova.compute.manager,-,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] VM Stopped (Lifecycle Event),84fce54d,[instance: <*> VM Stopped (Lifecycle Event),['78dc1847-8848-49cc-933e-9239b12c9dcf]']
351,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:38.214,25746,INFO,nova.osapi_compute.wsgi.server,req-008605fa-fa0a-483e-b596-a17329409763 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2833471",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2833471']"
352,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:38.477,25746,INFO,nova.osapi_compute.wsgi.server,req-c58e5c9b-8211-4631-a4dc-8be93e96a0d2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2586210",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2586210']"
353,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:39.736,25746,INFO,nova.osapi_compute.wsgi.server,req-44d3573a-0d2c-4610-85f3-f228ac82a1d1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2529991",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2529991']"
354,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:40.006,25746,INFO,nova.osapi_compute.wsgi.server,req-40d207ea-99bc-47cd-b37b-d2bb7e7e030c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2665081",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2665081']"
355,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:41.268,25746,INFO,nova.osapi_compute.wsgi.server,req-1756bc65-fb0b-450c-9e51-57bf965737b7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2555981",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2555981']"
356,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:41.518,25746,INFO,nova.osapi_compute.wsgi.server,req-713cc4cb-1c01-47b1-b2d5-e5c54f7e9d21 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2455752",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2455752']"
357,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:42.794,25746,INFO,nova.osapi_compute.wsgi.server,req-35722e9e-e5fb-47d9-8e20-d5237bd7440c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2711270",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2711270']"
358,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:43.184,25746,INFO,nova.osapi_compute.wsgi.server,req-39477c65-5728-4dd9-8e3e-d8c89db36e91 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3852520",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.3852520']"
359,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:44.461,25746,INFO,nova.osapi_compute.wsgi.server,req-6dd4cb0c-c909-4935-af86-a978ccb6a461 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2695961",8e2d20a1,"<*> ""GET <*> <*> len: <*> time: <*>","['10.11.10.1', '/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200', '1893', '0.2695961']"
